Precio (ARS),Marca,Modelo,Versión,Año,KM,Color,Combustible,Puertas,Transmisión,Motor,Carrocería,Ubicación,Cilindrada
41629500,Nissan,Frontier,2.3bt S 4x2 At L22,2023,0,Blanco,Eléctrico,4,Automática,2.3,Pick-Up,Lanús - Bs.As. G.B.A. Sur,2.3
39205800,Nissan,Frontier,2.3t S 4x2 Mt L22,2023,0,Blanco,Eléctrico,4,Manual,2.3,Pick-Up,Almirante Brown - Bs.As. G.B.A. Sur,2.3
8500000,Volkswagen,Polo,1.6 Msi Trendline,2023,0,Gris,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
16500000,Volkswagen,Taos,1.4 250 Tsi Comfortline,2023,0,Blanco,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
39205700,Nissan,Frontier,2.3t S 4x2 Mt L22,2023,0,Gris,Eléctrico,4,Manual,2.3,Pick-Up,Quilmes - Bs.As. G.B.A. Sur,2.3
2650000,Volkswagen,Taos,1.4 250 Tsi Highline,2023,0,Blanco,Nafta,5,Automática,1.4,No disponible,Capital Federal - Capital Federal,1.4
10000000,Volkswagen,Polo,1.6 Msi Trendline,2023,0,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
10000000,Volkswagen,Polo,1.6 Msi Trendline,2023,0,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
24800000,Fiat,Cronos,1.3 Precision Cvt,2023,0,Blanco,Nafta,4,Automática,1.3,Sedán,San Isidro - Bs.As. G.B.A. Norte,1.3
7900000,Volkswagen,Polo,1.6 Comfortline,2023,0,Plateado,Nafta,4,Manual,1.6,Sedán,Capital Federal - Capital Federal,1.6
21000000,Volkswagen,Taos,1.4 250 Tsi Comfortline,2023,0,Plateado,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
2399300,Fiat,Strada,1.4 8v Endurance Cd,2023,0,Rojo,Nafta,3,Manual,1.4,Pick-Up,Capital Federal - Capital Federal,1.4
15500000,Fiat,Fiorino,1.4 Fire Evo 87cv,2023,0,Blanco,Nafta,3,Manual,1.4,Furgón,Capital Federal - Capital Federal,1.4
36500000,Jeep,Renegade,Serie S,2023,0,Gris,Nafta,5,Automática,1.3L T270,SUV,Almirante Brown - Bs.As. G.B.A. Sur,1.3
50500000,Volkswagen,Taos,1.4 250 Tsi Highline,2023,0,Gris,Nafta,5,Automática,1.4,No disponible,Capital Federal - Capital Federal,1.4
35960000,BAIC,X35,1.5 Luxury At,2023,0,Gris,Nafta,5,Automática,1.5,SUV,Vicente López - Bs.As. G.B.A. Norte,1.5
35960000,BAIC,X35,1.5 Luxury At,2023,0,Gris,Nafta,5,Automática,1.5,SUV,Capital Federal - Capital Federal,1.5
47490002,Jeep,Compass,SERIE S,2023,0,Blanco,Nafta,5,Automática,1.3 TURBO,SUV,San Isidro - Bs.As. G.B.A. Norte,1.3
34100000,BAIC,X35,1.5 Luxury At,2023,0,Blanco,Nafta,5,Automática,1.5,SUV,Capital Federal - Capital Federal,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Azul,Nafta,5,Automática,1.5,SUV,Capital Federal - Capital Federal,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Marrón,Nafta,5,Automática,1.5,SUV,Capital Federal - Capital Federal,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Rojo,Nafta,5,Automática,1.5,SUV,Capital Federal - Capital Federal,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Blanco,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Azul,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Gris,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Rojo,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Marrón,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Blanco,Nafta,5,Automática,1.5,SUV,Vicente López - Bs.As. G.B.A. Norte,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Gris,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Rojo,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Marrón,Nafta,5,Automática,1.5,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Blanco,Nafta,5,Automática,1.5,SUV,Vicente López - Bs.As. G.B.A. Norte,1.5
34100000,BAIC,X35,1.5 Luxury At,2023,0,Azul,Nafta,5,Automática,1.5,SUV,Vicente López - Bs.As. G.B.A. Norte,1.5
52412100,Nissan,Frontier,2.3bt X-gear 4x4 At L22,2023,0,Blanco,Diésel,4,Automática,2.3,Pick-Up,Almirante Brown - Bs.As. G.B.A. Sur,2.3
57250000,Volkswagen,Amarok,3.0 V6 Cd Highline,2022,500,Azul,Diésel,4,Automática,3.0,Pick-Up,San Isidro - Bs.As. G.B.A. Norte,3.0
25962500,Fiat,Toro,1.8 Freedom,2022,0,Gris,Nafta,4,Automática,1.8,Pick-Up,Capital Federal - Capital Federal,1.8
40920000,Peugeot,308,1.6 S Gti,2017,20800,Blanco,Nafta,5,Manual,1.6,Hatchback,La Matanza - Bs.As. G.B.A. Oeste,1.6
37800000,Jeep,Compass,1.3 T270 Sport,2022,0,Blanco,Nafta,5,Automática,1.3,SUV,Capital Federal - Capital Federal,1.3
44900000,Volkswagen,Taos 250 tiptronic,Highline,2021,0,Gris,Nafta,5,Automática secuencial,1.4 TSi 150 HP,SUV,Capital Federal - Capital Federal,1.4
20200000,Renault,Kangoo,1.6 Furgon Ph3 Confort 5as Lc,2021,0,Blanco,Nafta,3,Manual,1.6,Furgón,Capital Federal - Capital Federal,1.6
10044000,Fiat,FASTBACK,1.3 T270 At6,2025,500,Blanco,Nafta,5,Automática,1.3,SUV,Ezeiza - Bs.As. G.B.A. Sur,1.3
18600000,Fiat,Strada,1.4 8v Freedom Cd,2024,666,Blanco,Nafta,3,Manual,1.4,Pick-Up,Ezeiza - Bs.As. G.B.A. Sur,1.4
15376000,Renault,Duster,1.6 4x2 Confort Plus Abs 110cv Alu,2013,97300,Marrón,Nafta,5,Manual,1.6,SUV,Castelar - Bs.As. G.B.A. Oeste,1.6
12276000,Citroën,C3 Picasso,1.6 Vti 115 Tendance,2014,100000,Gris,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
17900000,Peugeot,2008,1.6 Feline,2019,93800,Blanco,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
13950000,Toyota,Corolla,1.8 Xli Mt 136cv,2012,100000,Gris,Nafta,4,Manual,1.8,Sedán,Capital Federal - Capital Federal,1.8
14900000,Citroën,C4 Lounge,1.6 S Edition Thp 165cv,2017,88000,Blanco,Nafta,4,Manual,1.6,Sedán,Capital Federal - Capital Federal,1.6
13500000,Renault,Kwid,1.0 Sce 66cv Iconic,2019,67000,Rojo,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal,1.0
27776000,Peugeot,308,1.6 Feline Thp 165cv Tiptronic,2021,43040,Blanco,Nafta,5,Automática,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
52080000,RAM,1500,5.7 Laramie Atx V8,2018,68000,Azul,Nafta,4,Automática,5.7,Pick-Up,Capital Federal - Capital Federal,5.7
51956000,RAM,1500,5.7 Laramie Atx V8,2019,72000,Gris,Nafta,4,Automática,5.7,Pick-Up,Capital Federal - Capital Federal,5.7
29900000,Honda,CR-V,2.4 Lx 2wd 185cv At,2016,83000,Gris,Nafta,5,Automática,2.4,SUV,Capital Federal - Capital Federal,2.4
12276000,Nissan,Tiida,1.8 Tekna,2013,130000,Rojo,Nafta,4,Manual,1.8,Sedán,San Isidro - Bs.As. G.B.A. Norte,1.8
41540000,Jeep,Grand Cherokee,3.6 Limited 286hp Techo + Llantas 18,2016,153000,Gris,Nafta,5,Automática,3.6,SUV,Berazategui - Bs.As. G.B.A. Sur,3.6
40300000,Volkswagen,Amarok,2.0 Cd Tdi 180cv 4x2 Highline Pack At,2021,56000,Blanco,Diésel,4,Automática,2.0,Pick-Up,Moreno - Bs.As. G.B.A. Oeste,2.0
8000000,Ford,Ka,1.6 Action,2008,166000,Gris,Nafta,3,Manual,1.6,Hatchback,Pilar - Bs.As. G.B.A. Norte,1.6
14989900,Renault,Sandero Stepway,1.6 Privilege 105cv,2015,131000,Naranja,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
19900000,Hyundai,Creta,1.6 Gl Connect Automática,2017,90000,Gris,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
6944000,Fiat,Cronos,1.3 Gse Drive Pack Plus,2025,550,Rojo,Nafta,4,Manual,1.3,Sedán,Lomas De Zamora - Bs.As. G.B.A. Sur,1.3
6200000,Fiat,Cronos,1.3 Gse Like,2025,500,Blanco,Nafta,4,Manual,1.3,Sedán,Capital Federal - Capital Federal,1.3
17400000,Volkswagen,Amarok,2.0 Cd Tdi 140cv 4x2 Startline,2017,115000,Blanco,Diésel,4,Manual,2.0,Pick-Up,Capital Federal - Capital Federal,2.0
15000000,Ford,Focus III,2.0 Se Plus At6,2014,100000,Azul,Nafta,5,Automática,2.0,Hatchback,San Isidro - Bs.As. G.B.A. Norte,2.0
13799000,Ford,Ka,1.5 S,2018,68000,Rojo,Nafta,5,Manual,1.5,Hatchback,Capital Federal - Capital Federal,1.5
28000000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Rosario - Santa Fe,1.2
34047000,Chevrolet,Montana,PREMIER,2024,1000,Blanco,Nafta,4,Automática,1.2 Turbo,SUV,Capital Federal - Capital Federal,1.2
24180000,Dodge,Journey,"2.4 Sxt 170cv (techo, Dvd, Nav)",2017,168000,Blanco,Nafta,5,Automática,2.4,SUV,Pilar - Bs.As. G.B.A. Norte,2.4
16740000,Peugeot,508,1.6 Feline Tiptronic Thp 163cv,2014,104000,Blanco,Nafta,4,Automática,1.6,Sedán,Almirante Brown - Bs.As. G.B.A. Sur,1.6
28200000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Campana - Buenos Aires Interior,1.2
25500000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,General San Martín - Bs.As. G.B.A. Norte,1.2
28291001,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,San Nicolás - Buenos Aires Interior,1.2
28937489,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Costa Esmeralda - Bs.As. Costa Atlántica,1.2
31923309,Chevrolet,Tracker,1.2 Turbo Ltz At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
31923309,Chevrolet,Tracker,1.2 Turbo Ltz At,2024,1000,Gris,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
31923309,Chevrolet,Tracker,1.2 Turbo Ltz At,2024,1000,Blanco,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
59060000,Chevrolet,S10,2.8 High Country Cd Tdci 200cv,2024,1000,Negro,Diésel,4,Manual,2.8,Pick-Up,San Isidro - Bs.As. G.B.A. Norte,2.8
34696000,Chevrolet,Montana,1.2 Premier At,2024,1000,Blanco,Nafta,4,Automática,1.2,Pick-Up,Almirante Brown - Bs.As. G.B.A. Sur,1.2
49476000,Jeep,Compass,1.3 T270 Limited 4X2 At6,2025,1111,Blanco,Nafta,5,Automática,1.3,SUV,Tres De Febrero - Bs.As. G.B.A. Oeste,1.3
38440000,Ford,Mondeo,2.0 Ecvt Vignale Hibrido,2020,61600,Azul,Híbrido/Nafta,4,Automática,2.0,Sedán,San Isidro - Bs.As. G.B.A. Norte,2.0
38440000,Kia,Sorento,2.2 Crdi Ex At 4x2,2019,91000,Blanco,Diésel,5,Automática,2.2,SUV,Capital Federal - Capital Federal,2.2
4960000,Fiat,Mobi,1.0 Trekking,2025,500,Rojo,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal,1.0
13900000,Volkswagen,Fox,1.6 Highline,2014,100000,Negro,Nafta,3,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
18500000,Nissan,Versa,1.6 Advance,2020,50000,Gris,Nafta,4,Manual,1.6,Sedán,La Matanza - Bs.As. G.B.A. Oeste,1.6
12900000,Fiat,Palio,1.4 Attractive 85cv,2016,87800,Negro,Nafta,5,Manual,1.4,Hatchback,Berazategui - Bs.As. G.B.A. Sur,1.4
8071000,Volkswagen,The Beetle,1.4 Tsi Design,2015,89000,Blanco,Nafta,3,Manual,1.4,Hatchback,Capital Federal - Capital Federal,1.4
9325000,Peugeot,208,1.6 Feline Pack Cuir,2014,80000,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
14136000,Peugeot,208,1.5 Allure Touchscreen,2015,92000,Azul,Nafta,5,Manual,1.5,Hatchback,Capital Federal - Capital Federal,1.5
13640000,Volkswagen,Vento,2.5 Advance Tiptronic 170cv,2008,161000,Gris,Nafta,4,Automática,2.5,Sedán,Vicente López - Bs.As. G.B.A. Norte,2.5
12028000,Volkswagen,Bora,1.8 T Highline Cu,2005,165000,Plateado,Nafta,4,Manual,1.8,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.8
24998000,Chevrolet,Cruze,1.4 Premier Sedan,2021,78900,Blanco,Nafta,4,Manual,1.4,Sedán,San Fernando - Bs.As. G.B.A. Norte,1.4
24999800,Chevrolet,Cruze,1.4 Premier Sedan,2021,78900,Blanco,Nafta,4,Manual,1.4,Sedán,Tigre - Bs.As. G.B.A. Norte,1.4
5000000,Chevrolet,Cruze,1.4 Premier Sedan,2021,78900,Blanco,Nafta,4,Manual,1.4,Sedán,San Fernando - Bs.As. G.B.A. Norte,1.4
24997000,Chevrolet,Cruze,1.4 Premier Sedan,2021,78900,Blanco,Nafta,4,Manual,1.4,Sedán,Tigre - Bs.As. G.B.A. Norte,1.4
24996000,Chevrolet,Cruze,1.4 Premier Sedan,2021,78900,Blanco,Nafta,4,Manual,1.4,Sedán,San Fernando - Bs.As. G.B.A. Norte,1.4
11400000,Volkswagen,Voyage,1.6 Trenline 101cv,2015,110000,Negro,Nafta,4,Manual,1.6,Sedán,Avellaneda - Bs.As. G.B.A. Sur,1.6
24798760,Toyota,Etios,1.5 Sedan Xls At,2023,10000,Plateado,Nafta,4,Automática,1.5,Sedán,Capital Federal - Capital Federal,1.5
14489900,Peugeot,208,1.6 Feline Pack Cuir,2014,80000,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
17989900,Toyota,Etios,1.5 Sedan X,2022,39000,Blanco,Nafta,4,Manual,1.5,Sedán,Capital Federal - Capital Federal,1.5
15990000,Citroën,C3,1.6 Vti 115 At6 Feel,2020,81800,Marrón,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
52080000,Mercedes-Benz,Sprinter,2.1 515 Chasis 4325 150cv Aa,2019,180000,Blanco,Diésel,2,Manual,2.1,Light Truck,San Miguel - Bs.As. G.B.A. Norte,2.1
18989900,Ford,Ecosport,1.5 Se 123cv 4x2,2019,85000,Rojo,Nafta,5,Automática,1.5,SUV,San Isidro - Bs.As. G.B.A. Norte,1.5
13489900,Peugeot,408,2.0 Allure 143cv,2013,112000,Plateado,Nafta,4,Manual,2.0,Sedán,Capital Federal - Capital Federal,2.0
13700000,Toyota,Corolla,1.8 Xei Mt,2011,256000,Gris,Nafta,4,Manual,1.8,Sedán,Luján - Buenos Aires Interior,1.8
25999999,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.2
26500000,Chevrolet,Tracker,1.2 Turbo At,2024,1000,Negro,Nafta,5,Automática,1.2,SUV,Rosario - Santa Fe,1.2
61380000,Jeep,Wrangler,3.6 Rubicon 284hp Atx,2014,100000,Plateado,Nafta,3,Automática,3.6,SUV,Capital Federal - Capital Federal,3.6
33480000,Volkswagen,Amarok,2.0 Cd Tdi 180cv Comfortline 4x4,2018,119544,Azul,Diésel,4,Manual,2.0,Pick-Up,Capital Federal - Capital Federal,2.0
16900000,Renault,Sandero,1.6 16v Life,2022,40000,Azul,Nafta,5,Manual,1.6,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.6
19840000,Renault,Captur,2.0 Intens Manual,2017,124000,Naranja,Nafta,5,Manual,2.0,SUV,Berazategui - Bs.As. G.B.A. Sur,2.0
26040000,D.S.,DS3,1.6 Thp 165 Sport Chic,2018,14200,Violeta,Nafta,3,Manual,1.6,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.6
33356000,Toyota,Corolla,1.8 Hev Seg Ecvt,2020,55000,Gris,Híbrido/Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal,1.8
28396000,Toyota,Yaris,1.5 107cv Xls,2023,16000,Negro,Nafta,4,Manual,1.5,Sedán,Capital Federal - Capital Federal,1.5
43400000,Jeep,Compass,1.3 T270 Sport 4X2 At6,2024,13000,Gris oscuro,Nafta,5,Automática,1.3,SUV,Capital Federal - Capital Federal,1.3
53196000,BMW,Serie 4,2.0 430i Gran Coupe Sportline 252cv,2017,79000,Blanco,Nafta,2,Automática,2.0,No disponible,Capital Federal - Capital Federal,2.0
39556000,D.S.,DS3 Crossback,1.2 Puretech 155 So Chic At8,2020,49000,Gris,Nafta,5,Automática,1.2,Hatchback,Capital Federal - Capital Federal,1.2
40796000,BMW,Serie 2,2.0 220i Sport Line 184cv,2016,69000,Blanco,Nafta,2,Automática,2.0,Coupé,Capital Federal - Capital Federal,2.0
14489900,Peugeot,308,1.6 Active,2016,98000,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
40796000,Audi,A3,2.0 Tfsi 190cv,2019,87000,Blanco,Nafta,5,Automática,2.0,Hatchback,Capital Federal - Capital Federal,2.0
37076000,Audi,A1 Sportback,1.0 30 Tfsi 116cv,2020,56000,Blanco,Nafta,5,Automática,1.0,Hatchback,Capital Federal - Capital Federal,1.0
42036000,Audi,A3,1.4 Tfsi 150 Cv,2020,56000,Gris,Nafta,5,Automática,1.4,Hatchback,Capital Federal - Capital Federal,1.4
8790000,Peugeot,408,1.6 Allure Hdi 115cv,2013,149000,Gris,Diésel,4,Manual,1.6,Sedán,Capital Federal - Capital Federal,1.6
9854000,Peugeot,408,2.0 Allure 143cv,2013,148000,Plateado,Nafta,4,Manual,2.0,Sedán,Capital Federal - Capital Federal,2.0
9598900,Peugeot,3008,1.6 Premium Plus Thp 156cv,2012,133000,Azul,Nafta,5,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
18499980,Ford,Focus III,2.0 Se Plus Mt,2017,90450,Azul,Nafta,5,Manual,2.0,Hatchback,Capital Federal - Capital Federal,2.0
28396000,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x2,2021,128700,Blanco,Diésel,4,Manual,2.2,Pick-Up,Escobar - Bs.As. G.B.A. Norte,2.2
27900000,Nissan,Kicks,1.6 Exclusive Cvt,2021,67097,Rojo,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
9103889,Volkswagen,Suran,1.6 Trendline 11b,2012,90000,Negro,Nafta,5,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
13800000,Volkswagen,Suran,1.6 Trendline,2016,137000,Blanco,Nafta,5,Manual,1.6,Monovolumen,Luján - Buenos Aires Interior,1.6
20088000,Chevrolet,Cruze,1.4 Lt Mt Sedan,2018,74663,Blanco,Nafta,4,Manual,1.4,Sedán,Capital Federal - Capital Federal,1.4
11036000,Ford,Ecosport,1.6 My10 Xl Plus Mp3 4x2,2012,125000,Blanco,Nafta,5,Manual,1.6,SUV,Vicente López - Bs.As. G.B.A. Norte,1.6
52080000,Toyota,Corolla Cross,1.8 Hev Seg Ecvt,2025,1111,Azul,Híbrido/Nafta,5,Automática,1.8,SUV,Capital Federal - Capital Federal,1.8
14880000,Peugeot,208,1.5 Active,2017,97000,Blanco,Nafta,5,Manual,1.5,Hatchback,Berazategui - Bs.As. G.B.A. Sur,1.5
13800000,Peugeot,Partner,1.4 Furgon Confort,2017,135000,Plateado,Nafta,3,Manual,1.4,Furgón,Vicente López - Bs.As. G.B.A. Norte,1.4
22196000,Renault,Captur,1.6 Intens Cvt,2019,96202,Gris,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
19468000,Peugeot,308,1.6 Allure Hdi 115cv,2021,89662,Blanco,Diésel,5,Manual,1.6,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.6
15376000,Renault,Sandero,1.6 Privilege 105cv,2017,80150,Plateado,Nafta,5,Manual,1.6,Hatchback,Escobar - Bs.As. G.B.A. Norte,1.6
11800000,Honda,City,1.5 Ex-l Mt 120cv,2011,185000,Gris,Nafta,4,Manual,1.5,Sedán,Capital Federal - Capital Federal,1.5
11712000,Peugeot,308,1.6 Feline Thp 165cv Tiptronic,2021,69000,Blanco,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
18599000,Peugeot,2008,1.6 Feline Tip,2018,135000,Blanco,Nafta,5,Automática,1.6,SUV,Pilar - Bs.As. G.B.A. Norte,1.6
12989900,Volkswagen,Suran,1.6 Trendline 11b,2012,90000,Negro,Nafta,5,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
55800000,RAM,1500,5.7 Laramie Atx V8,2020,81000,Azul,Nafta,4,Automática,5.7,Pick-Up,Pilar - Bs.As. G.B.A. Norte,5.7
9058100,Citroën,C4 Lounge,1.6 Thp 165 At6 Shine,2018,90000,Blanco,Nafta,4,Automática,1.6,Sedán,Capital Federal - Capital Federal,1.6
18600000,Fiat,Argo,1.8 Precision,2019,70000,Rojo,Nafta,5,Manual,1.8,Hatchback,Capital Federal - Capital Federal,1.8
23989900,Hyundai,Creta,1.6 Gl Connect,2018,69000,Blanco,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
19000000,Peugeot,208,1.6 Active Tiptronic,2021,75000,Gris,Nafta,5,Automática,1.6,Hatchback,San Miguel - Bs.As. G.B.A. Norte,1.6
20460000,Volkswagen,Vento,2.0 Sportline Tsi 200cv,2013,113000,Gris,Nafta,4,Manual,2.0,Sedán,La Matanza - Bs.As. G.B.A. Oeste,2.0
18500000,Citroën,C3,1.6 Vti 115 Live,2020,52400,Blanco,Nafta,5,Manual,1.6,Hatchback,San Fernando - Bs.As. G.B.A. Norte,1.6
20000000,Peugeot,Partner,1.6 Furgon Confort,2022,25300,Gris,Nafta,3,Manual,1.6,Furgón,Vicente López - Bs.As. G.B.A. Norte,1.6
36580000,Chevrolet,Tracker,1.2 Premier Turbo At,2024,1000,Azul,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
58280000,Lexus,IS,2.5 300H Luxury,2020,55000,Gris,Híbrido/Nafta,4,Automática,2.5,Sedán,Capital Federal - Capital Federal,2.5
44516000,Volkswagen,Amarok,2.0 Cd Tdi 180cv 4x4 Highline Pack,2021,66650,Gris,Diésel,4,Manual,2.0,Pick-Up,Pilar - Bs.As. G.B.A. Norte,2.0
19800000,Renault,Captur,2.0 Intens,2018,164800,Blanco,Nafta,5,Manual,2.0,SUV,Almirante Brown - Bs.As. G.B.A. Sur,2.0
31248000,Nissan,Kicks,1.6 Exclusive Cvt,2021,22300,Negro,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
17236000,Ford,Focus III,1.6 S,2017,145000,Gris,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
19096000,Citroën,Berlingo Multispace,1.6 Xtr Hdi 92cv,2016,92000,Gris,Diésel,5,Manual,1.6,Monovolumen,Capital Federal - Capital Federal,1.6
47000000,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,2020,69300,Blanco,Nafta,5,Automática,2.0,Hatchback,Pilar - Bs.As. G.B.A. Norte,2.0
27652000,Toyota,Yaris,1.5 107cv Xls Cvt,2022,68000,Blanco,Nafta,5,Automática,1.5,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.5
42160000,Volkswagen,Taos,1.4 250 Tsi Highline,2022,49000,Azul,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
17112000,Peugeot,2008,1.6 Feline,2016,86750,Marrón,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
19220000,Ford,Ecosport,1.6 Se 110cv 4x2,2017,58300,Negro,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
17608000,Citroën,Berlingo,1.6 Hdi 92 Bussines Mixto,2017,79000,Blanco,Diésel,3,Manual,1.6,Furgón,Vicente López - Bs.As. G.B.A. Norte,1.6
25990000,Nissan,Kicks,1.6 Advance Cvt,2022,88000,Gris,Nafta,5,Automática,1.6,SUV,Escobar - Bs.As. G.B.A. Norte,1.6
16800000,Volkswagen,Gol Trend,1.6 Trendline 101cv,2020,54000,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
41899000,Volkswagen,Taos,1.4 250 Tsi Comfortline,2023,16000,Azul,Nafta,5,Automática,1.4,SUV,Villa Carlos Paz - Córdoba,1.4
16368000,Peugeot,408,2.0 Allure 143cv,2014,53000,Negro,Nafta,4,Manual,2.0,Sedán,Capital Federal - Capital Federal,2.0
13516000,Volkswagen,Gol Trend,1.6 Cup 101cv,2014,123000,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
11780000,Fiat,Mobi,1.0 Way,2016,139000,Rojo,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal,1.0
17112000,Citroën,C4 Cactus,1.2 Puretech 110 At6 S&s Shine,2017,95000,Violeta,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
17347600,Volkswagen,Gol Trend,1.6 Comfortline 101cv,2019,20000,Blanco,Nafta,5,Manual,1.6,Hatchback,General San Martín - Bs.As. G.B.A. Norte,1.6
17000000,Ford,Focus III,2.0 Se,2017,145000,Gris,Nafta,5,Manual,2.0,Hatchback,Capital Federal - Capital Federal,2.0
15500000,Fiat,FASTBACK,1.3 Abarth T270 At6,2025,500,Negro,Nafta,5,Automática,1.3,SUV,Capital Federal - Capital Federal,1.3
17000000,Ford,Focus III,2.0 Se,2017,145000,Gris,Nafta,5,Manual,2.0,Hatchback,Capital Federal - Capital Federal,2.0
15500000,Fiat,FASTBACK,1.3 Abarth T270 At6,2025,500,Negro,Nafta,5,Automática,1.3,SUV,Capital Federal - Capital Federal,1.3
28900000,Volkswagen,Nivus,1.0 Tsi Tiptronic Hero,2021,73000,Gris,Nafta,5,Automática,1.0,SUV,Capital Federal - Capital Federal,1.0
39680000,Fiat,Toro,2.0 Volcano 4x4 At,2022,66340,Blanco,Diésel,4,Automática,2.0,Pick-Up,Capital Federal - Capital Federal,2.0
